feature_id,feature_class,confidence,avg_probability,trace_idx,sample_idx,depth_m
1,vertical_fault,high,0.6818003187702933,82,3968,2976.0
1,vertical_fault,high,0.6818003187702933,63,3973,2979.75
1,vertical_fault,high,0.6818003187702933,65,3978,2983.5
1,vertical_fault,high,0.6818003187702933,89,3983,2987.25
1,vertical_fault,high,0.6818003187702933,64,3988,2991.0
1,vertical_fault,high,0.6818003187702933,72,3993,2994.75
1,vertical_fault,high,0.6818003187702933,72,3998,2998.5
1,vertical_fault,high,0.6818003187702933,63,4003,3002.25
1,vertical_fault,high,0.6818003187702933,57,4008,3006.0
1,vertical_fault,high,0.6818003187702933,59,4013,3009.75
1,vertical_fault,high,0.6818003187702933,63,4018,3013.5
1,vertical_fault,high,0.6818003187702933,63,4023,3017.2499999999995
1,vertical_fault,high,0.6818003187702933,73,4028,3021.0000000000005
1,vertical_fault,high,0.6818003187702933,66,4033,3024.7500000000005
1,vertical_fault,high,0.6818003187702933,61,4038,3028.5
1,vertical_fault,high,0.6818003187702933,63,4043,3032.25
1,vertical_fault,high,0.6818003187702933,71,4048,3036.0
1,vertical_fault,high,0.6818003187702933,80,4053,3039.75
1,vertical_fault,high,0.6818003187702933,64,4058,3043.5
1,vertical_fault,high,0.6818003187702933,61,4063,3047.25
1,vertical_fault,high,0.6818003187702933,66,4068,3051.0000000000005
1,vertical_fault,high,0.6818003187702933,62,4073,3054.7500000000005
1,vertical_fault,high,0.6818003187702933,61,4078,3058.5
1,vertical_fault,high,0.6818003187702933,41,4083,3062.25
1,vertical_fault,high,0.6818003187702933,74,4088,3066.0
1,vertical_fault,high,0.6818003187702933,54,4093,3069.75
1,vertical_fault,high,0.6818003187702933,81,4098,3073.5
1,vertical_fault,high,0.6818003187702933,78,4103,3077.25
1,vertical_fault,high,0.6818003187702933,64,4108,3080.9999999999995
1,vertical_fault,high,0.6818003187702933,54,4113,3084.7500000000005
1,vertical_fault,high,0.6818003187702933,72,4118,3088.5000000000005
1,vertical_fault,high,0.6818003187702933,52,4123,3092.25
1,vertical_fault,high,0.6818003187702933,71,4128,3096.0
1,vertical_fault,high,0.6818003187702933,82,4133,3099.75
1,vertical_fault,high,0.6818003187702933,66,4138,3103.5
1,vertical_fault,high,0.6818003187702933,57,4143,3107.25
1,vertical_fault,high,0.6818003187702933,43,4148,3110.9999999999995
1,vertical_fault,high,0.6818003187702933,54,4153,3114.7500000000005
1,vertical_fault,high,0.6818003187702933,49,4158,3118.5000000000005
1,vertical_fault,high,0.6818003187702933,59,4163,3122.25
1,vertical_fault,high,0.6818003187702933,86,4168,3126.0
1,vertical_fault,high,0.6818003187702933,80,4173,3129.75
1,vertical_fault,high,0.6818003187702933,79,4178,3133.5
1,vertical_fault,high,0.6818003187702933,70,4183,3137.25
1,vertical_fault,high,0.6818003187702933,96,4188,3141.0
1,vertical_fault,high,0.6818003187702933,62,4193,3144.7500000000005
1,vertical_fault,high,0.6818003187702933,65,4198,3148.5000000000005
1,vertical_fault,high,0.6818003187702933,79,4203,3152.25
1,vertical_fault,high,0.6818003187702933,82,4208,3156.0
1,vertical_fault,high,0.6818003187702933,58,4213,3159.75
1,vertical_fault,high,0.6818003187702933,96,4218,3163.5
1,vertical_fault,high,0.6818003187702933,53,4223,3167.25
1,vertical_fault,high,0.6818003187702933,55,4228,3171.0
1,vertical_fault,high,0.6818003187702933,69,4233,3174.7499999999995
1,vertical_fault,high,0.6818003187702933,64,4238,3178.5000000000005
